sale_id,customer_id,product_id,date,quantity,discount_percent,payment_method,status
18429,353,192,2023-03-26,2,10,Debit Card,Completed
34494,434,107,2023-03-26,1,0,Cash,Completed
47599,908,174,2023-03-26,1,0,Debit Card,Completed
7917,687,102,2023-03-26,2,0,PayPal,Completed
15042,110,241,2023-03-26,2,5,Debit Card,Completed
9568,788,142,2023-03-26,1,0,Credit Card,Completed
28040,909,202,2023-03-26,1,0,Credit Card,Completed
34430,423,229,2023-03-26,3,0,Debit Card,Completed
30701,434,191,2023-03-26,1,10,Cash,Processing
11648,713,176,2023-03-26,3,0,PayPal,Completed
25437,648,178,2023-03-26,3,0,Credit Card,Completed
38936,983,192,2023-03-26,1,0,Credit Card,Shipped
50644,342,120,2023-03-26,1,0,Credit Card,Completed
49922,889,122,2023-03-26,2,0,Credit Card,Processing
25110,511,182,2023-03-26,2,0,PayPal,Completed
6746,150,109,2023-03-26,2,0,Credit Card,Completed
42647,399,107,2023-03-26,1,0,PayPal,Completed
29425,719,181,2023-03-26,2,0,Debit Card,Completed
30889,7,159,2023-03-26,1,10,Credit Card,Completed
43357,567,228,2023-03-26,1,0,Credit Card,Completed
39320,163,141,2023-03-26,2,0,Credit Card,Completed
12726,385,171,2023-03-26,2,0,Debit Card,Completed
35217,240,199,2023-03-26,1,0,PayPal,Shipped
37045,963,187,2023-03-26,1,0,Credit Card,Completed
11514,757,102,2023-03-26,1,5,Credit Card,Completed
35718,826,158,2023-03-26,1,5,Credit Card,Completed
32808,925,165,2023-03-26,1,5,Credit Card,Completed
3625,362,189,2023-03-26,1,0,PayPal,Completed
18504,905,196,2023-03-26,1,10,Debit Card,Completed
43513,975,132,2023-03-26,3,5,Debit Card,Completed
50388,9999,147,2023-03-26,3,5,Credit Card,Completed
50183,19,211,2023-03-26,1,5,Debit Card,Completed
32613,529,234,2023-03-26,3,0,Cash,Completed
12402,3,129,2023-03-26,2,5,Debit Card,Shipped
42778,26,108,2023-03-26,1,0,PayPal,Completed
12958,938,147,2023-03-26,1,5,Debit Card,Completed
37884,518,212,2023-03-26,1,10,Credit Card,Completed
6772,771,249,2023-03-26,1,5,PayPal,Completed
3750,529,160,2023-03-26,1,0,Credit Card,Completed
11520,388,149,2023-03-26,2,10,Cash,Completed
44833,148,228,2023-03-26,2,0,Credit Card,Shipped
49105,610,225,2023-03-26,1,0,Debit Card,Completed
5394,185,105,2023-03-26,1,0,Debit Card,Completed
1805,70,235,2023-03-26,1,5,Debit Card,Shipped
14338,272,175,2023-03-26,1,0,Debit Card,Shipped
38117,382,202,2023-03-26,1,0,Cash,Completed
38344,676,215,2023-03-26,1,5,Debit Card,Completed
33090,434,213,2023-03-26,1,5,Cash,Completed
31912,870,140,2023-03-26,1,5,Credit Card,Completed
45570,259,127,2023-03-26,1,5,Cash,Completed
13135,71,220,2023-03-26,2,0,Credit Card,Shipped
17931,554,113,2023-03-26,1,10,Debit Card,Completed
23515,717,207,2023-03-26,1,0,Debit Card,Completed
1292,610,246,2023-03-26,2,0,Credit Card,Completed
34964,824,232,2023-03-26,2,0,Credit Card,Completed
9532,249,250,2023-03-26,3,0,Debit Card,Processing
49027,57,205,2023-03-26,1,0,Credit Card,Completed
48388,325,148,2023-03-26,2,0,Debit Card,Completed
47359,320,192,2023-03-26,2,0,PayPal,Shipped
48203,167,102,2023-03-27,1,0,Credit Card,Shipped
43210,261,138,2023-03-27,1,5,Cash,Completed
35347,580,109,2023-03-27,1,0,PayPal,Shipped
20956,195,183,2023-03-27,3,10,Debit Card,Completed
1053,520,180,2023-03-27,1,5,Debit Card,Completed
19381,518,185,2023-03-27,3,0,Cash,Processing
48384,893,241,2023-03-27,2,5,Credit Card,Completed
48654,984,191,2023-03-27,3,0,Credit Card,Completed
25084,425,144,2023-03-27,1,5,Credit Card,Completed
10880,686,218,2023-03-27,1,0,Credit Card,Completed
33281,565,185,2023-03-27,3,0,PayPal,Shipped
1819,361,240,2023-03-27,2,0,Credit Card,Completed
40047,205,177,2023-03-27,3,0,Credit Card,Completed
24843,203,143,2023-03-27,3,5,Credit Card,Completed
25747,176,236,2023-03-27,2,10,Debit Card,Completed
22926,734,200,2023-03-27,1,0,Credit Card,Shipped
13347,84,181,2023-03-27,1,0,Credit Card,Completed
50974,27,152,2023-03-27,1,0,Credit Card,Shipped
3028,570,202,2023-03-27,2,0,Credit Card,Completed
7746,678,236,2023-03-27,1,5,Debit Card,Completed
49843,679,235,2023-03-27,2,0,PayPal,Completed
19366,45,174,2023-03-27,1,0,Cash,Completed
27978,645,198,2023-03-27,1,0,Debit Card,Completed
33949,665,193,2023-03-27,3,0,PayPal,Completed
6537,319,143,2023-03-27,1,0,Debit Card,Completed
1388,420,140,2023-03-27,1,0,Credit Card,Completed
38113,681,227,2023-03-27,1,0,Debit Card,Completed
47252,504,207,2023-03-27,1,0,PayPal,Completed
37980,364,243,2023-03-27,1,5,Cash,Completed
48448,535,176,2023-03-27,2,0,Debit Card,Completed
35223,177,156,2023-03-27,1,0,PayPal,Completed
2420,307,224,2023-03-27,3,0,PayPal,Completed
33783,791,184,2023-03-27,2,0,Debit Card,Completed
19977,609,250,2023-03-27,1,0,Credit Card,Completed
41613,951,232,2023-03-27,1,0,Credit Card,Completed
19147,30,247,2023-03-27,2,0,Credit Card,Completed
22301,137,128,2023-03-27,1,0,Debit Card,Completed
10254,233,162,2023-03-27,2,0,Debit Card,Completed
1742,240,237,2023-03-27,1,0,Credit Card,Completed
11162,27,173,2023-03-27,1,10,Cash,Cancelled
39495,895,195,2023-03-27,2,5,PayPal,Completed
50011,872,163,2023-03-27,-1,0,Debit Card,Completed
30908,77,194,2023-03-27,2,0,Debit Card,Completed
28260,578,223,2023-03-27,1,5,Debit Card,Completed
29762,317,187,2023-03-27,1,5,Debit Card,Completed
30392,704,199,2023-03-27,2,0,PayPal,Completed
5759,449,160,2023-03-27,1,10,PayPal,Completed
13977,480,213,2023-03-27,1,0,Debit Card,Completed
49561,762,160,2023-03-27,2,10,Credit Card,Completed
7484,470,210,2023-03-27,1,0,Debit Card,Completed
3911,98,117,2023-03-27,1,5,Credit Card,Completed
32040,220,211,2023-03-27,3,0,Credit Card,Completed
3593,93,202,2023-03-27,2,0,Credit Card,Completed
49018,678,199,2023-03-27,2,5,PayPal,Completed
38414,379,248,2023-03-27,2,0,Cash,Completed
30843,66,126,2023-03-27,1,0,Debit Card,Completed
3661,814,250,2023-03-27,2,0,Credit Card,Completed
43683,235,174,2023-03-27,2,5,Credit Card,Processing
21186,592,133,2023-03-28,2,10,Cash,Completed
35877,749,101,2023-03-28,2,0,Credit Card,Processing
33851,634,140,2023-03-28,2,0,Debit Card,Completed
28573,407,153,2023-03-28,2,5,Debit Card,Completed
21846,73,182,2023-03-28,2,0,Debit Card,Completed
9566,333,218,2023-03-28,1,10,Cash,Processing
9534,606,212,2023-03-28,3,0,Credit Card,Completed
25242,185,200,2023-03-28,1,5,Credit Card,Shipped
32450,694,195,2023-03-28,1,0,Credit Card,Shipped
24012,383,115,2023-03-28,1,5,Debit Card,Processing
4391,669,190,2023-03-28,2,5,PayPal,Completed
18942,461,169,2023-03-28,1,0,PayPal,Completed
2354,487,170,2023-03-28,1,5,Credit Card,Completed
36589,735,200,2023-03-28,1,5,Cash,Completed
49971,898,110,2023-03-28,1,0,Credit Card,Completed
29552,709,233,2023-03-28,3,0,Credit Card,Completed
29561,25,180,2023-03-28,1,0,Debit Card,Completed
35638,432,198,2023-03-28,2,0,Debit Card,Completed
48301,926,170,2023-03-28,3,0,Credit Card,Completed
47435,815,196,2023-03-28,3,5,Credit Card,Completed
7325,612,103,2023-03-28,3,0,Debit Card,Completed
20814,122,132,2023-03-28,1,5,PayPal,Shipped
22387,510,146,2023-03-28,1,0,Credit Card,Completed
1183,843,226,2023-03-28,1,5,PayPal,Completed
46134,57,227,2023-03-28,1,10,Credit Card,Completed
18833,576,146,2023-03-28,3,5,Debit Card,Cancelled
40674,29,140,2023-03-28,1,0,Credit Card,Completed
4756,260,176,2023-03-28,3,10,Debit Card,Completed
6022,985,243,2023-03-28,2,0,Credit Card,Completed
15524,741,101,2023-03-28,2,5,Cash,Completed
11212,244,116,2023-03-28,1,0,PayPal,Completed
19523,785,166,2023-03-28,4,0,Credit Card,Completed
28933,255,171,2023-03-28,1,0,Credit Card,Completed
1871,34,140,2023-03-28,3,0,Debit Card,Shipped
16757,735,165,2023-03-28,2,0,Credit Card,Completed
20689,634,249,2023-03-28,1,5,Debit Card,Completed
12091,878,190,2023-03-28,1,0,Credit Card,Processing
19469,589,184,2023-03-28,3,10,PayPal,Completed
5088,633,157,2023-03-28,2,5,Credit Card,Completed
8931,603,208,2023-03-28,2,0,Credit Card,Cancelled
39800,915,118,2023-03-28,1,0,PayPal,Shipped
22635,12,128,2023-03-28,2,10,Cash,Completed
36624,909,246,2023-03-28,1,5,Credit Card,Completed
26143,248,170,2023-03-28,1,0,Credit Card,Completed
40528,902,240,2023-03-28,1,0,Debit Card,Completed
26424,440,237,2023-03-28,2,0,Debit Card,Completed
7147,969,166,2023-03-28,1,5,Debit Card,Completed
32900,728,158,2023-03-28,2,0,Credit Card,Completed
49284,813,141,2023-03-28,1,5,Credit Card,Completed
26465,970,248,2023-03-28,-2,0,Credit Card,Completed
26696,180,154,2023-03-28,1,10,Credit Card,Completed
34545,210,198,2023-03-28,2,5,Credit Card,Completed
17048,285,145,2023-03-28,1,0,Credit Card,Shipped
32946,657,171,2023-03-28,2,5,Debit Card,Shipped
20032,677,109,2023-03-28,4,0,Debit Card,Shipped
50938,287,155,2023-03-28,2,10,Credit Card,Completed
24602,755,203,2023-03-28,3,0,Credit Card,Completed
14976,436,223,2023-03-28,3,5,PayPal,Shipped
44715,24,246,2023-03-28,2,0,Cash,Completed
8310,926,209,2023-03-28,1,0,PayPal,Completed
48076,453,180,2023-03-28,1,0,Credit Card,Completed
21308,490,104,2023-03-28,2,0,Credit Card,Completed
9369,414,196,2023-03-28,1,0,Credit Card,Completed
19072,551,119,2023-03-28,3,0,PayPal,Completed
12754,407,186,2023-03-28,2,5,Debit Card,Completed
2910,882,194,2023-03-28,1,0,Credit Card,Completed
45876,17,107,2023-03-28,3,0,Debit Card,Completed
47979,766,223,2023-03-28,3,5,PayPal,Shipped
15248,174,166,2023-03-28,3,0,Debit Card,Completed
37943,519,154,2023-03-28,5,5,Credit Card,Completed
16038,697,225,2023-03-28,3,0,Credit Card,Shipped
25588,407,166,2023-03-28,3,10,Debit Card,Completed
27232,528,129,2023-03-28,2,5,Debit Card,Completed
16021,176,221,2023-03-28,3,0,Debit Card,Shipped
39004,836,154,2023-03-28,1,5,Debit Card,Completed
21761,178,150,2023-03-28,2,0,Credit Card,Completed
13472,273,139,2023-03-28,1,5,Credit Card,Completed
8608,817,234,2023-03-28,2,10,Credit Card,Completed
27175,352,250,2023-03-28,1,0,PayPal,Completed
27723,762,247,2023-03-28,2,0,Credit Card,Completed
11972,987,117,2023-03-28,2,0,Credit Card,Shipped
49407,50,249,2023-03-28,3,0,Credit Card,Completed
26385,949,155,2023-03-28,1,0,Credit Card,Processing
32764,46,107,2023-03-28,2,10,Credit Card,Completed
41463,714,185,2023-03-28,-1,0,Debit Card,Completed
38725,852,186,2023-03-28,2,0,Debit Card,Completed
13571,288,182,2023-03-28,2,0,PayPal,Completed
21029,706,238,2023-03-28,1,0,Credit Card,Completed
5465,22,109,2023-03-28,3,0,Debit Card,Completed
45481,622,173,2023-03-28,2,0,PayPal,Processing
34093,859,127,2023-03-28,2,0,PayPal,Completed
22708,885,159,2023-03-28,1,0,PayPal,Completed
48197,691,194,2023-03-29,3,0,Credit Card,Shipped
21415,663,210,2023-03-29,1,0,Credit Card,Completed
39009,289,249,2023-03-29,1,0,Credit Card,Completed
29189,723,214,2023-03-29,1,5,Credit Card,Completed
4015,997,129,2023-03-29,1,5,Credit Card,Processing
9321,409,151,2023-03-29,2,0,Cash,Completed
35420,49,213,2023-03-29,2,0,Credit Card,Completed
39906,83,111,2023-03-29,2,5,Credit Card,Completed
14437,171,115,2023-03-29,2,5,Credit Card,Completed
11446,784,103,2023-03-29,3,0,Credit Card,Completed
8205,224,205,2023-03-29,2,0,Credit Card,Completed
25053,770,203,2023-03-29,1,5,PayPal,Completed
27962,804,221,2023-03-29,1,5,Credit Card,Completed
21475,535,213,2023-03-29,1,5,Credit Card,Completed
42968,68,187,2023-03-29,2,0,Credit Card,Processing
22856,949,225,2023-03-29,1,0,Debit Card,Completed
24617,324,209,2023-03-29,1,10,Debit Card,Completed
45518,854,228,2023-03-29,2,10,Credit Card,Completed
24235,716,110,2023-03-29,5,5,Credit Card,Completed
31396,61,203,2023-03-29,1,10,Credit Card,Completed
39056,316,127,2023-03-29,3,0,Debit Card,Completed
1182,13,208,2023-03-29,1,10,PayPal,Completed
41342,737,230,2023-03-29,3,0,Debit Card,Completed
45443,124,226,2023-03-29,1,5,Credit Card,Completed
41753,8,130,2023-03-29,2,5,Debit Card,Completed
48062,797,200,2023-03-29,1,5,Credit Card,Completed
11477,479,107,2023-03-29,2,5,Debit Card,Completed
11391,158,207,2023-03-29,1,5,Credit Card,Completed
22908,192,231,2023-03-29,2,0,Cash,Completed
25199,968,235,2023-03-29,1,0,Debit Card,Completed
37637,907,172,2023-03-29,2,0,PayPal,Completed
46992,638,117,2023-03-29,1,10,Credit Card,Processing
3429,850,158,2023-03-29,1,10,Credit Card,Shipped
16031,200,168,2023-03-29,2,5,Credit Card,Completed
27856,455,136,2023-03-29,1,0,PayPal,Completed
13744,1000,141,2023-03-29,1,0,Credit Card,Completed
45863,735,128,2023-03-29,1,0,PayPal,Completed
21632,538,219,2023-03-29,1,0,Credit Card,Completed
12938,393,124,2023-03-29,1,0,Credit Card,Completed
15608,485,182,2023-03-29,2,0,Credit Card,Completed
26350,759,182,2023-03-29,3,0,Credit Card,Completed
5837,445,116,2023-03-29,1,0,Debit Card,Completed
34181,442,198,2023-03-29,2,0,Credit Card,Completed
49771,327,131,2023-03-29,2,10,Credit Card,Completed
2672,254,171,2023-03-29,1,10,Credit Card,Completed
5111,90,156,2023-03-29,1,5,Debit Card,Completed
10872,1,117,2023-03-29,3,0,PayPal,Completed
37316,959,180,2023-03-29,2,0,Credit Card,Completed
17202,229,248,2023-03-29,2,0,PayPal,Cancelled
10230,660,173,2023-03-29,1,0,Credit Card,Completed
20634,466,124,2023-03-29,1,0,PayPal,Completed
10145,14,179,2023-03-29,1,0,Credit Card,Completed
18252,390,176,2023-03-29,1,0,Credit Card,Completed
28700,688,165,2023-03-29,1,0,Debit Card,Completed
12062,315,123,2023-03-29,1,0,Credit Card,Completed
23273,191,220,2023-03-29,3,10,Debit Card,Completed
16687,828,236,2023-03-29,1,0,PayPal,Completed
42486,427,207,2023-03-29,1,0,PayPal,Completed
27038,163,250,2023-03-29,4,0,Cash,Completed
31600,26,168,2023-03-29,1,5,Credit Card,Completed
37170,806,243,2023-03-29,3,0,PayPal,Completed
44224,267,189,2023-03-29,1,0,Credit Card,Shipped
3907,678,165,2023-03-29,1,0,Credit Card,Completed
33565,366,218,2023-03-29,1,0,Credit Card,Completed
8869,52,195,2023-03-29,2,10,Credit Card,Completed
39520,890,143,2023-03-29,1,10,Credit Card,Completed
7221,154,178,2023-03-29,3,0,Credit Card,Cancelled
50338,393,250,2023-03-29,3,10,Cash,Completed
33731,107,117,2023-03-29,1,0,Credit Card,Completed
49650,420,227,2023-03-29,2,0,PayPal,Completed
25998,907,205,2023-03-29,2,149,Credit Card,Completed
3883,297,164,2023-03-29,2,0,PayPal,Completed
47273,156,210,2023-03-29,2,5,Credit Card,Completed
17943,704,155,2023-03-29,1,5,Debit Card,Completed
26072,314,230,2023-03-29,2,5,PayPal,Completed
47442,367,197,2023-03-29,1,0,Credit Card,Shipped
48927,331,205,2023-03-29,3,0,Cash,Completed
7518,27,140,2023-03-29,2,5,Credit Card,Completed
3988,714,109,2023-03-29,2,0,Cash,Completed
9617,252,158,2023-03-29,1,5,PayPal,Completed
20505,255,123,2023-03-29,1,0,Credit Card,Completed
36605,7,147,2023-03-29,2,5,Credit Card,Completed
45159,956,172,2023-03-29,4,5,Credit Card,Completed
32376,170,148,2023-03-30,1,0,Credit Card,Shipped
45421,84,242,2023-03-30,1,0,Credit Card,Completed
28332,993,109,2023-03-30,3,0,Credit Card,Completed
11912,717,116,2023-03-30,2,5,Credit Card,Completed
18069,200,174,2023-03-30,2,5,Credit Card,Completed
44573,684,175,2023-03-30,1,0,Credit Card,Completed
30414,769,115,2023-03-30,5,0,Credit Card,Completed
16629,66,232,2023-03-30,1,0,Credit Card,Shipped
47848,645,204,2023-03-30,2,0,PayPal,Completed
44692,375,170,2023-03-30,2,112,Credit Card,Completed
50303,240,190,2023-03-30,1,5,Credit Card,Completed
11973,737,219,2023-03-30,1,0,Credit Card,Cancelled
33957,388,171,2023-03-30,1,0,Debit Card,Completed
40226,346,154,2023-03-30,2,0,Debit Card,Shipped
33470,68,173,2023-03-30,1,5,Cash,Completed
37108,227,177,2023-03-30,3,5,PayPal,Completed
41126,251,248,2023-03-30,2,0,Debit Card,Completed
50197,49,224,2023-03-30,1,5,Credit Card,Completed
46041,963,145,2023-03-30,2,0,Debit Card,Completed
43834,306,128,2023-03-30,2,0,Debit Card,Completed
28724,288,226,2023-03-30,1,5,Credit Card,Completed
49168,725,181,2023-03-30,2,10,Cash,Completed
3629,451,143,2023-03-30,2,138,Credit Card,Shipped
20836,989,9999,2023-03-30,1,5,Credit Card,Completed
38130,888,241,2023-03-30,1,0,Credit Card,Completed
32338,753,225,2023-03-30,1,5,Credit Card,Completed
13846,254,177,2023-03-30,1,0,Cash,Completed
8092,311,159,2023-03-30,1,0,Credit Card,Completed
47497,639,148,2023-03-30,2,0,Credit Card,Completed
5221,773,125,2023-03-30,1,0,PayPal,Completed
8747,479,183,2023-03-30,2,10,PayPal,Completed
8866,41,132,2023-03-30,1,0,Credit Card,Completed
26657,370,171,2023-03-30,1,0,Debit Card,Completed
32330,778,142,2023-03-30,1,0,Credit Card,Completed
13826,211,113,2023-03-30,1,0,Cash,Completed
33019,395,143,2023-03-30,1,5,Debit Card,Completed
25930,330,204,2023-03-30,2,0,Debit Card,Completed
8323,297,223,2023-03-30,1,0,Debit Card,Completed
5949,92,205,2023-03-30,2,0,PayPal,Completed
50213,293,122,2023-03-30,3,0,Credit Card,Cancelled
2309,860,120,2023-03-30,2,0,Credit Card,Completed
9180,805,144,2023-03-30,1,10,Credit Card,Completed
4985,807,121,2023-03-30,1,0,PayPal,Completed
1288,931,169,2023-03-30,1,5,Cash,Shipped
22260,247,116,2023-03-30,1,10,Credit Card,Completed
39246,220,150,2023-03-30,5,0,Debit Card,Processing
10584,403,172,2023-03-30,2,0,PayPal,Completed
6362,291,153,2023-03-30,2,5,Debit Card,Completed
8784,821,189,2023-03-30,1,0,PayPal,Completed
28784,163,109,2023-03-30,2,0,PayPal,Completed
13689,387,147,2023-03-30,2,5,Credit Card,Completed
40497,826,209,2023-03-30,3,10,Debit Card,Shipped
42477,13,101,2023-03-30,1,5,Credit Card,Completed
29313,803,122,2023-03-30,2,5,Credit Card,Completed
19679,261,227,2023-03-30,1,115,PayPal,Completed
37733,590,192,2023-03-30,2,0,Credit Card,Completed
6514,326,111,2023-03-30,2,0,Debit Card,Completed
29771,745,177,2023-03-30,1,0,Cash,Completed
32261,930,235,2023-03-30,1,0,Credit Card,Completed
23874,954,195,2023-03-30,1,0,Credit Card,Completed
33870,760,133,2023-03-30,1,0,Debit Card,Completed
45214,457,163,2023-03-30,1,0,PayPal,Shipped
21992,847,227,2023-03-30,1,0,Credit Card,Completed
34553,598,134,2023-03-30,1,0,PayPal,Completed
41359,127,103,2023-03-30,1,0,Credit Card,Completed
17043,426,206,2023-03-30,1,5,Debit Card,Cancelled
37322,815,192,2023-03-30,1,0,PayPal,Completed
41658,755,250,2023-03-30,1,0,Debit Card,Completed
47879,401,241,2023-03-30,1,10,Debit Card,Completed
50410,918,160,2023-03-30,1,5,Credit Card,Completed
13385,592,151,2023-03-30,1,5,Credit Card,Completed
8496,620,139,2023-03-30,1,0,Credit Card,Completed
48613,777,238,2023-03-30,1,5,Credit Card,Completed
18212,664,108,2023-03-30,1,5,Cash,Completed
42613,919,147,2023-03-30,3,5,Debit Card,Shipped
29452,950,184,2023-03-30,2,5,Debit Card,Shipped
4920,149,156,2023-03-30,3,0,Credit Card,Completed
30134,563,219,2023-03-30,2,5,Credit Card,Completed
17245,894,231,2023-03-30,1,0,PayPal,Processing
34896,390,140,2023-03-30,1,0,Debit Card,Completed
29067,101,242,2023-03-30,3,5,Debit Card,Shipped
34016,968,143,2023-03-31,1,0,PayPal,Completed
34894,978,123,2023-03-31,1,0,PayPal,Cancelled
16748,587,183,2023-03-31,1,0,Debit Card,Completed
50925,400,168,2023-03-31,3,5,Credit Card,Completed
24792,222,228,2023-03-31,3,0,Credit Card,Completed
6553,438,122,2023-03-31,1,0,Debit Card,Completed
34002,689,176,2023-03-31,3,0,PayPal,Completed
36271,186,148,2023-03-31,1,0,PayPal,Completed
21232,594,232,2023-03-31,1,5,Credit Card,Completed
32912,111,178,2023-03-31,2,5,Debit Card,Completed
48633,71,201,2023-03-31,2,10,Debit Card,Completed
14048,43,161,2023-03-31,3,10,Debit Card,Completed
16723,624,172,2023-03-31,1,0,Debit Card,Completed
18413,445,198,2023-03-31,3,0,Debit Card,Completed
43955,55,116,2023-03-31,-1,0,PayPal,Completed
7442,169,151,2023-03-31,2,5,Credit Card,Completed
35403,219,209,2023-03-31,3,5,Credit Card,Shipped
14922,854,151,2023-03-31,1,5,Credit Card,Completed
38642,719,139,2023-03-31,1,0,Credit Card,Completed
34741,168,166,2023-03-31,3,0,Debit Card,Completed
33357,331,193,2023-03-31,3,0,Credit Card,Completed
23556,444,163,2023-03-31,2,0,PayPal,Completed
31386,516,182,2023-03-31,3,0,PayPal,Completed
6816,129,126,2023-03-31,3,0,Credit Card,Completed
21134,847,134,2023-03-31,2,5,PayPal,Shipped
4286,902,206,2023-03-31,1,10,Debit Card,Completed
26635,26,154,2023-03-31,2,0,Debit Card,Cancelled
33230,9999,189,2023-03-31,1,5,Credit Card,Completed
17903,171,239,2023-03-31,5,5,Debit Card,Completed
11370,240,112,2023-03-31,1,5,Credit Card,Processing
47370,721,128,2023-03-31,3,0,PayPal,Completed
14542,18,237,2023-03-31,2,5,Credit Card,Completed
5342,28,188,2023-03-31,2,10,Cash,Completed
7285,716,177,2023-03-31,4,5,Credit Card,Completed
22805,898,241,2023-03-31,2,0,PayPal,Completed
17866,209,159,2023-03-31,1,5,Credit Card,Completed
7740,898,128,2023-03-31,1,0,Credit Card,Completed
20342,848,231,2023-03-31,2,5,PayPal,Completed
49230,627,231,2023-03-31,1,0,Debit Card,Completed
35023,736,163,2023-03-31,2,5,Credit Card,Completed
27233,500,164,2023-03-31,2,0,Debit Card,Shipped
14528,603,117,2023-03-31,2,0,Credit Card,Completed
8707,941,124,2023-03-31,1,10,Credit Card,Shipped
1803,681,122,2023-03-31,1,0,Credit Card,Shipped
41337,633,110,2023-03-31,1,0,Credit Card,Completed
32807,520,203,2023-03-31,1,0,Cash,Completed
3488,886,209,2023-03-31,2,10,Credit Card,Completed
15212,349,158,2023-03-31,2,0,Cash,Completed
18153,901,151,2023-03-31,1,0,Credit Card,Shipped
33034,921,162,2023-03-31,3,0,Debit Card,Completed
17740,28,248,2023-03-31,1,0,Cash,Completed
29721,539,156,2023-03-31,1,0,Credit Card,Completed
40620,818,249,2023-03-31,4,0,Credit Card,Completed
8926,231,105,2023-03-31,1,0,PayPal,Completed
32257,896,189,2023-04-01,1,0,Debit Card,Completed
8748,382,245,2023-04-01,3,5,PayPal,Completed
16001,616,207,2023-04-01,2,0,Debit Card,Shipped
20967,501,9999,2023-04-01,1,0,PayPal,Completed
1780,713,136,2023-04-01,3,5,Credit Card,Cancelled
12043,625,183,2023-04-01,1,0,Credit Card,Completed
7090,999,189,2023-04-01,3,0,Debit Card,Completed
34599,13,220,2023-04-01,2,0,Debit Card,Completed
17804,403,175,2023-04-01,3,0,Debit Card,Completed
11769,417,119,2023-04-01,1,0,Debit Card,Completed
42409,48,176,2023-04-01,1,10,Credit Card,Completed
38896,372,110,2023-04-01,1,5,Cash,Completed
1506,972,217,2023-04-01,1,5,Credit Card,Completed
27808,69,247,2023-04-01,1,0,Debit Card,Completed
17147,498,241,2023-04-01,1,10,PayPal,Completed
28451,413,123,2023-04-01,3,0,PayPal,Completed
50788,922,219,2023-04-01,2,0,Credit Card,Completed
19509,858,110,2023-04-01,3,0,Debit Card,Shipped
1201,507,184,2023-04-01,1,0,PayPal,Completed
31067,603,175,2023-04-01,2,0,Debit Card,Shipped
36060,951,246,2023-04-01,2,5,Credit Card,Completed
24841,370,215,2023-04-01,1,0,Debit Card,Completed
19193,859,224,2023-04-01,3,0,Credit Card,Processing
2201,122,146,2023-04-01,1,0,Debit Card,Completed
29992,316,245,2023-04-01,2,0,Credit Card,Shipped
11273,461,152,2023-04-01,2,5,Debit Card,Completed
37828,88,174,2023-04-01,2,0,Credit Card,Completed
48687,178,126,2023-04-01,3,0,Credit Card,Completed
15123,580,224,2023-04-01,2,10,PayPal,Completed
48637,250,242,2023-04-01,1,5,Credit Card,Completed
31869,952,144,2023-04-01,3,0,Debit Card,Completed
32337,282,205,2023-04-01,1,0,Credit Card,Completed
49988,385,101,2023-04-01,2,0,Credit Card,Shipped
47047,995,175,2023-04-01,1,0,Cash,Completed
37604,501,103,2023-04-01,2,0,Credit Card,Completed
32264,416,200,2023-04-01,1,0,Credit Card,Shipped
42574,214,194,2023-04-01,2,0,Debit Card,Processing
49313,908,135,2023-04-01,2,5,Cash,Completed
48803,25,199,2023-04-01,4,0,Credit Card,Completed
7193,557,169,2023-04-01,1,5,Credit Card,Shipped
25175,586,111,2023-04-01,3,0,Credit Card,Completed
26741,524,180,2023-04-01,1,0,Credit Card,Completed
6012,987,126,2023-04-01,3,5,Credit Card,Completed
27152,464,158,2023-04-01,1,0,Cash,Completed
24121,393,232,2023-04-01,2,5,Debit Card,Completed
33985,209,127,2023-04-01,1,5,Credit Card,Completed
8896,392,232,2023-04-01,1,10,PayPal,Completed
1634,883,111,2023-04-01,4,0,Debit Card,Completed
17339,91,205,2023-04-01,2,0,Credit Card,Completed
1399,241,174,2023-04-01,1,5,Debit Card,Completed
10921,122,179,2023-04-01,1,0,Debit Card,Completed
15685,947,156,2023-04-01,1,0,Credit Card,Completed
10066,620,148,2023-04-01,1,5,PayPal,Completed
11454,493,126,2023-04-01,2,5,PayPal,Completed
4310,974,206,2023-04-01,2,5,Debit Card,Processing
48784,923,151,2023-04-01,1,10,Credit Card,Completed
39458,238,167,2023-04-01,1,0,PayPal,Completed
25079,759,171,2023-04-01,1,5,PayPal,Processing
33994,241,144,2023-04-01,1,0,Cash,Completed
41201,425,118,2023-04-01,1,5,Credit Card,Completed
7567,917,147,2023-04-01,1,0,Debit Card,Shipped
26021,669,211,2023-04-01,1,0,Credit Card,Completed
2278,547,192,2023-04-01,1,5,Credit Card,Completed
47962,52,231,2023-04-01,2,10,Debit Card,Completed
30589,231,248,2023-04-01,1,0,Credit Card,Completed
29450,919,131,2023-04-01,1,0,Credit Card,Completed
33838,25,239,2023-04-01,1,0,Credit Card,Completed
7690,6,114,2023-04-01,1,0,Credit Card,Completed
39517,124,156,2023-04-01,1,0,Credit Card,Completed
6315,842,249,2023-04-01,1,0,Cash,Shipped
47891,334,182,2023-04-01,2,0,Debit Card,Processing
34055,327,170,2023-04-01,1,5,Debit Card,Completed
12184,389,140,2023-04-02,2,0,Credit Card,Completed
41313,615,9999,2023-04-02,2,0,Debit Card,Completed
